247,116,WHAT WAS THE LAST NAME OF THE ACTOR IN THE ROLE OF PERRY MASON ON TELEVISION? ,BURR
248,212,WHAT IS THE LAST NAME OF THE MOST POPULAR PIN-UP GIRL OF WORLD WAR II? ,GRABLE
249,50,WHAT IS THE NAME OF THE LARGEST DESERT ON EARTH? ,ANTARTICA
250,123,WHAT IS THE LAST NAME OF THE JOCKEY WITH THE MOST LIFETIME WINNERS IN HORSE RACING? ,BAZE
251,130,WHAT IS THE LAST NAME OF THE MAN WHO WAS THE VOICE OF MR. MAGOO? ,BACKUS
252,138,WHAT IS THE LAST NAME OF THE ACTOR WHO PORTRAYED SERGEANT FRIDAY ON “DRAGNET”? ,WEBB
253,141,WHAT WAS THE LAST NAME OF THE ACTOR WHO PORTRAYED THE FATHER ON THE TELEVISION SHOW “FATHER KNOWS BEST”? ,YOUNG
254,151,WHAT WAS THE LAST NAME OF THE VENTRILOQUIST WHO PROVIDED THE VOICE FOR CHARLIE MCCARTHY? ,BERGEN
255,163,WHAT WAS THE LAST NAME OF THE CAPTAIN OF THE BRITISH SHIP “BOUNTY” WHEN THE MUTINY OCCURRED? ,BLIGH
256,172,WHAT IS THE LAST NAME OF THE INVENTOR OF THE STEAMBOAT “CLERMONT”? ,FULTON
257,173,WHAT IS THE NAME OF GERMANY’S LARGEST BATTLESHIP THAT WAS SUNK IN WORLD WAR II? ,BISMARCK
258,179,WHAT IS THE LAST NAME OF THE JUDGE WHO WAS KNOWN AS “THE LAW WEST OF THE PECOS”? ,BEAN
259,180,WHAT IS JOHN KENNETH GALBRAITH’S PROFESSION? ,ECONOMIST
260,186,WHAT WAS THE NAME OF THE UNION IRONCLAD SHIP THAT FOUGHT THE CONFEDERATE IRONCLAD MERRIMACK? ,MONITOR
261,197,WHAT IS THE LAST NAME OF THE DOCTOR WHO PERFORMED THE FIRST SUCCESSFUL HUMAN HEART TRANSPLANT? ,BARNARD
262,208,WHAT IS THE LAST NAME OF THE MAN WHO SAID “I ONLY REGRET THAT I HAVE BUT ONE LIFE TO LOSE FOR MY COUNTRY”? ,HALE
263,215,WHAT IS THE LAST NAME OF THE PILOT OF THE U-2 SPY PLANE SHOT DOWN OVER RUSSIA IN 1960? ,POWERS
264,217,WHAT IS THE LAST NAME OF THE ACTOR WHO PORTRAYED THE SHERIFF IN THE MOVIE “HIGH NOON”? ,COOPER
265,222,WHAT IS THE NAME OF THE MOUNTAIN RANGE THAT SEPARATES ASIA FROM EUROPE? ,URAL
266,227,WHAT IS THE LAST NAME OF THE BOXER WHO WAS KNOWN AS THE “MANASSA MAULER”? ,DEMPSEY
267,229,WHAT IS THE LAST NAME OF THE MAN WHO CREATED THE COMIC STRIP “LI’L ABNER”? ,CAPP
268,234,WHAT IS THE LAST NAME OF THE BASEBALL PLAYER WHO PITCHED A PERFECT GAME IN THE 1956 WORLD SERIES? ,LARSEN
269,239,WHAT IS THE LAST NAME OF THE FIRST MAN TO RUN THE MILE IN UNDER FOUR MINUTES? ,BANNISTER
270,240,WHAT IS THE LAST NAME OF THE AUTHOR WHO WROTE “BROTHERS KARAMAZOV”? ,DOSTOYEVSKI
271,244,WHAT IS THE NAME OF THE AUTHOR WHO RECEIVED A PULITZER PRIZE FOR HIS WRITINGS ABOUT ABRAHAM LINCOLN? ,SANDBURG
272,246,WHAT IS THE LAST NAME OF THE MAN WHO CREATED THE COMIC STRIP “WOODY WOODPECKER”? ,LANTZ
273,252,WHAT IS THE NAME OF THE INSTRUMENT USED TO MEASURE WIND SPEED? ,ANEMOMETER
274,253,WHAT IS THE LAST NAME OF THE AUTHOR OF “OUR TOWN”? ,WILDER
275,256,WHAT IS THE LAST NAME OF THE SINGER WHO MADE A HIT RECORDING OF THE SONG “WHO’S SORRY NOW”? ,FRANCIS
276,257,WHAT IS THE LAST NAME OF THE CUBAN LEADER THAT CASTRO OVERTHREW? ,BATISTA
277,260,WHAT IS THE NAME OF THE RUBBER ROLLER ON A TYPEWRITER? ,PLATEN
278,263,WHAT WAS THE NAME OF THE LARGEST CONFEDERATE MILITARY PRISON DURING THE CIVIL WAR? ,ANDERSONVILLE
279,266,WHAT IS THE LAST NAME OF THE AUTHOR OF “THE AGONY AND THE ECSTASY”? ,STONE
280,268,WHAT IS THE LAST NAME OF FLASH’S GIRLFRIEND IN THE COMIC STRIP “FLASH GORDON”? ,ARDEN
281,269,WHAT IS THE NAME OF THE FIRST MOVIE TO RECEIVE THE ACADEMY AWARD FOR BEST PICTURE? ,WINGS
282,270,WHAT IS THE LAST NAME OF THE DISCOVERER OF THE VACCINATION FOR SMALLPOX? ,JENNER
283,271,WHAT IS THE LAST NAME OF THE BOY IN THE BOOK “TREASURE ISLAND”? ,HAWKINS
284,272,WHAT IS THE LAST NAME OF THE BOXER WHO WON THE BOXING TITLE FROM JOHN L. SULLIVAN? ,CORBETT
285,275,WHAT IS THE LAST NAME OF THE MAN WHO WROTE THE SONG “HOW DEEP IS THE OCEAN”? ,BERLIN
286,277,WHAT WAS THE LAST NAME OF BILLY THE KID? ,BONNEY
287,278,WHAT IS THE LAST NAME OF THE SINGER WHOSE THEME SONG WAS “WHEN THE BLUE OF THE NIGHT MEETS THE GOLD OF THE DAY”? ,CROSBY
288,279,FROM WHAT MUSICAL IS THE SONG “BAUBLES BANGLES AND BEADS”? ,KISMET
289,280,WHAT WAS THE LAST NAME OF THE ACTOR WHO PORTRAYED DR. WATSON IN THE SHERLOCK HOLMES SERIES? ,BRUCE
290,281,WHAT IS THE LAST NAME OF THE MAN WHO WAS MOST RESPONSIBLE FOR PHOTOGRAPHING THE U.S. CIVIL WAR? ,BRADY
291,283,WHAT IS THE NAME OF A NUMBER TWO WOOD IN GOLF? ,BRASSIE
292,287,WHAT IS THE LAST NAME OF THE POET WHO WROTE THE LINE “INTO EACH LIFE A LITTLE RAIN MUST FALL”? ,LONGFELLOW
293,289,WHAT WAS THE NAME OF GENE AUTRY’S HORSE? ,CHAMPION
294,291,WHAT IS THE NAME OF THE TOWN THROUGH WHICH LADY GODIVA SUPPOSEDLY MADE HER FAMOUS RIDE? ,COVENTRY
295,294,WHAT IS THE LAST NAME OF THE FIRST WOMAN TO SWIM ACROSS THE ENGLISH CHANNEL? ,EDERLE
296,295,WHAT IS THE LAST NAME OF THE FIRST FLIER TO FLY SOLO AROUND THE WORLD? ,POST
297,298,WHAT IS THE LAST NAME OF THE MAN WHO WROTE THE POEM “IT COULDN’T BE DONE”? ,GUEST
298,299,WHO WAS THE RACEHORSE OF THE YEAR FOR MANY SUCCESSIVE YEARS IN THE 1960S? ,KELSO
299,300,WHAT IS THE HIGHEST MOUNTAIN IN SOUTH AMERICA? ,ACONCAGUA
